latitude,longitude,trajectory
45.24799728393555,-118.57563018798828,2
45.26213836669922,-118.58038330078125,2
45.25949478149414,-118.57737731933594,2
45.25925064086914,-118.57825469970703,2
45.259300231933594,-118.57537078857422,2
45.24299240112305,-118.57691955566406,2
45.242950439453125,-118.5747299194336,2
45.242916107177734,-118.57867431640625,2
45.2263069152832,-118.59615325927734,2
45.21862030029297,-118.5896224975586,2
45.219032287597656,-118.58783721923828,2
45.2150993347168,-118.57472229003906,2
45.217288970947266,-118.5675277709961,2
45.21549606323242,-118.57017517089844,2
45.221229553222656,-118.57746887207031,2
45.218563079833984,-118.58219146728516,2
45.21993637084961,-118.58707427978516,2
45.21654510498047,-118.5830307006836,2
45.20792007446289,-118.5849838256836,2
45.20855712890625,-118.58568572998047,2
45.20659637451172,-118.59611511230469,2
45.21090316772461,-118.587890625,2
45.21730422973633,-118.59040069580078,2
45.19350051879883,-118.56656646728516,2
45.191192626953125,-118.54646301269531,2
45.20846939086914,-118.56393432617188,2
45.214603424072266,-118.59818267822266,2
45.21593475341797,-118.5705337524414,2
45.25123977661133,-118.58654022216797,2
45.192344665527344,-118.55953216552734,2
45.19492721557617,-118.53519439697266,2
45.19094467163086,-118.55802917480469,2
45.20661544799805,-118.58941650390625,2
45.21432113647461,-118.56266784667969,2
45.231971740722656,-118.56145477294922,2
45.21209716796875,-118.59065246582031,2
45.19157791137695,-118.55262756347656,2
45.28451919555664,-118.56230926513672,3
45.281394958496094,-118.57489013671875,3
45.2741813659668,-118.56073760986328,3
45.28705596923828,-118.56442260742188,3
45.27104568481445,-118.51964569091797,3
45.2464599609375,-118.56181335449219,3
45.216705322265625,-118.52076721191406,3
45.25202560424805,-118.53968048095703,3
45.21649932861328,-118.5546646118164,3
45.22295379638672,-118.55137634277344,3
45.216793060302734,-118.53571319580078,3
45.231689453125,-118.52910614013672,3
45.23301696777344,-118.53413391113281,3
45.23059844970703,-118.54060363769531,3
45.22746658325195,-118.5399169921875,3
45.21759033203125,-118.5173110961914,3
45.21154022216797,-118.51581573486328,3
45.2221565246582,-118.54058074951172,3
45.23060989379883,-118.51971435546875,3
45.21168518066406,-118.54399108886719,3
45.21817398071289,-118.5541763305664,3
45.21150207519531,-118.54486083984375,3
45.21743392944336,-118.54232025146484,3
45.232112884521484,-118.55522918701172,3
45.247955322265625,-118.54444885253906,3
45.243831634521484,-118.5533447265625,3
45.23988723754883,-118.55467987060547,3
45.2391471862793,-118.5489501953125,3
45.221466064453125,-118.54698181152344,3
45.222190856933594,-118.55329132080078,3
45.21162414550781,-118.55836486816406,3
45.21676254272461,-118.56397247314453,3
45.21607971191406,-118.56779479980469,3
45.2574462890625,-118.54016876220703,3
45.25766372680664,-118.57191467285156,3
45.25709915161133,-118.56781768798828,3
45.26426315307617,-118.54673767089844,3
45.28355407714844,-118.54391479492188,3
45.2833137512207,-118.55644989013672,3
45.25352478027344,-118.57903289794922,3
45.25038146972656,-118.58673858642578,3
45.260772705078125,-118.57426452636719,3
45.26491165161133,-118.58544158935547,3
45.25139236450195,-118.560546875,3
45.272090911865234,-118.55960845947266,3
45.25950622558594,-118.57916259765625,3
45.25058364868164,-118.55972290039062,3
45.2392463684082,-118.573974609375,3
45.244327545166016,-118.5799789428711,3
45.26249694824219,-118.5568618774414,3
45.26272964477539,-118.56157684326172,3
45.24345779418945,-118.5448989868164,3
45.24931716918945,-118.53886413574219,3
45.255035400390625,-118.53423309326172,3
45.28308868408203,-118.57271575927734,3
45.284175872802734,-118.56328582763672,3
45.28341293334961,-118.53990173339844,3
45.276832580566406,-118.54176330566406,3
45.278289794921875,-118.54003143310547,3
45.27471160888672,-118.54361724853516,3
45.274993896484375,-118.54203796386719,3
45.276065826416016,-118.54401397705078,3
45.275840759277344,-118.53860473632812,3
45.26373291015625,-118.53276824951172,3
45.26088333129883,-118.52886962890625,3
45.30886459350586,-118.5971908569336,4
45.28622055053711,-118.57931518554688,4
45.308963775634766,-118.5958480834961,4
45.294769287109375,-118.57252502441406,4
45.31303024291992,-118.59330749511719,4
45.29472351074219,-118.57320404052734,4
45.296348571777344,-118.6026611328125,4
45.2823600769043,-118.57149505615234,4
45.28803634643555,-118.58677673339844,4
45.312713623046875,-118.58516693115234,4
45.31060791015625,-118.59684753417969,4
45.298763275146484,-118.60372161865234,4
45.30836868286133,-118.5815658569336,4
45.2792854309082,-118.55612182617188,4
45.2816276550293,-118.5774917602539,4
45.278404235839844,-118.5802001953125,4
45.27733612060547,-118.58199310302734,4
45.276710510253906,-118.58050537109375,4
45.27251052856445,-118.55641174316406,4
45.272342681884766,-118.55697631835938,4
45.27289962768555,-118.55570983886719,4
45.269996643066406,-118.55668640136719,4
45.26980209350586,-118.55182647705078,4
45.27037048339844,-118.56745910644531,4
45.26971435546875,-118.57005310058594,4
45.270843505859375,-118.56575012207031,4
45.27067947387695,-118.55882263183594,4
45.27217483520508,-118.55274200439453,4
45.26800537109375,-118.55146026611328,4
45.2685432434082,-118.55176544189453,4
45.2685432434082,-118.5484848022461,4
45.26772689819336,-118.55225372314453,4
45.26826095581055,-118.54804992675781,4
45.268333435058594,-118.57955932617188,4
45.281044006347656,-118.56767272949219,4
45.27009582519531,-118.5560531616211,4
45.25310516357422,-118.58961486816406,4
45.26681900024414,-118.59187316894531,4
45.2625846862793,-118.55567169189453,4
45.273921966552734,-118.58614349365234,4
45.302955627441406,-118.58074188232422,4
45.27434158325195,-118.58253479003906,4
45.27592849731445,-118.58863067626953,4
45.271202087402344,-118.56600952148438,4
45.26490783691406,-118.55755615234375,4
45.25617980957031,-118.56327056884766,4
45.261173248291016,-118.60501861572266,4
45.254173278808594,-118.59754943847656,4
45.243404388427734,-118.60034942626953,4
45.2264404296875,-118.59502410888672,4
45.22994613647461,-118.59674072265625,4
45.2269287109375,-118.59628295898438,4
45.22825241088867,-118.59727478027344,4
45.22804260253906,-118.5970687866211,4
45.24388885498047,-118.60440826416016,4
45.264076232910156,-118.60842895507812,4
45.27560043334961,-118.60260009765625,4
45.27745819091797,-118.60613250732422,4
45.28507995605469,-118.59553527832031,4
45.287193298339844,-118.5931167602539,4
45.284610748291016,-118.58967590332031,4
45.28409194946289,-118.5876235961914,4
45.27969741821289,-118.59608459472656,4
45.27889633178711,-118.60191345214844,4
45.2775764465332,-118.6028823852539,4
45.21902084350586,-118.56591796875,5
45.21248245239258,-118.55701446533203,5
45.216068267822266,-118.55937957763672,5
45.22632598876953,-118.54653930664062,5
45.256431579589844,-118.54203796386719,5
45.24825668334961,-118.5529556274414,5
45.244415283203125,-118.54199981689453,5
45.257728576660156,-118.53882598876953,5
45.25315475463867,-118.58345794677734,5
45.25234603881836,-118.55339813232422,5
45.19338607788086,-118.56573486328125,5
45.2377815246582,-118.5795669555664,5
45.25815200805664,-118.54004669189453,5
45.221412658691406,-118.56671905517578,5
45.260597229003906,-118.58377075195312,5
45.2436637878418,-118.57344818115234,5
45.24853515625,-118.56875610351562,5
45.2437858581543,-118.5551528930664,5
45.24626159667969,-118.56448364257812,5
45.249046325683594,-118.58194732666016,5
45.2439079284668,-118.56877899169922,5
45.24282455444336,-118.57746124267578,5
45.250144958496094,-118.56884765625,5
45.24689865112305,-118.561279296875,5
45.247459411621094,-118.57872772216797,5
45.26224899291992,-118.56040954589844,5
45.25751876831055,-118.56262969970703,5
45.25659942626953,-118.57009887695312,5
45.238677978515625,-118.54434204101562,5
45.241790771484375,-118.53425598144531,5
45.2410888671875,-118.5357894897461,5
45.24310302734375,-118.54314422607422,5
45.243797302246094,-118.54299926757812,5
45.24320983886719,-118.54072570800781,5
45.24591827392578,-118.53469848632812,5
45.21380615234375,-118.54907989501953,5
45.193904876708984,-118.548095703125,5
45.19533920288086,-118.5466537475586,5
45.19815444946289,-118.55084228515625,5
45.198158264160156,-118.54998779296875,5
45.197967529296875,-118.55072021484375,5
45.20840835571289,-118.5711898803711,5
45.20868682861328,-118.57196044921875,5
45.20723342895508,-118.5766830444336,5
45.204505920410156,-118.578125,5
45.203956604003906,-118.57659149169922,5
45.20530700683594,-118.572021484375,5
45.20828628540039,-118.56810760498047,5
45.208927154541016,-118.5667953491211,5
45.20831298828125,-118.56893157958984,5
45.208499908447266,-118.57096099853516,5
45.20492935180664,-118.56803894042969,5
45.23173141479492,-118.55728149414062,5
45.225189208984375,-118.55267333984375,5
45.260074615478516,-118.5783920288086,5
45.26036834716797,-118.5762710571289,5
45.26017761230469,-118.5756607055664,5
45.260868072509766,-118.5745620727539,5
45.271636962890625,-118.5704116821289,5
45.26557922363281,-118.57086944580078,5
45.268959045410156,-118.5523910522461,5
45.26844024658203,-118.55199432373047,5
45.26658630371094,-118.5487060546875,5
45.24063491821289,-118.5394515991211,5
45.230918884277344,-118.53828430175781,5
45.20437240600586,-118.55679321289062,6
45.207733154296875,-118.58341979980469,6
45.19120407104492,-118.56208801269531,6
45.2127799987793,-118.5875473022461,6
45.21073532104492,-118.59683990478516,6
45.207149505615234,-118.58012390136719,6
45.20494079589844,-118.58098602294922,6
45.22178268432617,-118.58435821533203,6
45.2330207824707,-118.58147430419922,6
45.23290252685547,-118.58277130126953,6
45.23075866699219,-118.58548736572266,6
45.22819519042969,-118.5867691040039,6
45.22843551635742,-118.59272003173828,6
45.22937774658203,-118.59603881835938,6
45.23105239868164,-118.59725189208984,6
45.230690002441406,-118.59827423095703,6
45.22117614746094,-118.59943389892578,6
45.21525192260742,-118.58860778808594,6
45.21356964111328,-118.58769989013672,6
45.21822738647461,-118.58956146240234,6
45.22248458862305,-118.5809555053711,6
45.21699523925781,-118.57041931152344,6
45.20309066772461,-118.56497192382812,6
45.197662353515625,-118.5499267578125,6
45.19705581665039,-118.54756927490234,6
45.20751953125,-118.57743072509766,6
45.20032501220703,-118.5815200805664,6
45.205780029296875,-118.58665466308594,6
45.22450637817383,-118.59436798095703,6
45.25603103637695,-118.57487487792969,6
45.2099494934082,-118.53646850585938,6
45.23630905151367,-118.57920837402344,6
45.25694274902344,-118.55953979492188,6
45.24973678588867,-118.57819366455078,6
45.223060607910156,-118.58363342285156,6
45.215904235839844,-118.57063293457031,6
45.22575378417969,-118.54549407958984,6
45.22821807861328,-118.57125091552734,6
45.239097595214844,-118.56764221191406,6
45.236324310302734,-118.55792999267578,6
45.21249771118164,-118.58928680419922,6
45.20208740234375,-118.57965850830078,6
45.2186164855957,-118.5467529296875,6
45.20331954956055,-118.57716369628906,6
45.246665954589844,-118.5749740600586,6
45.235687255859375,-118.58699035644531,6
45.227779388427734,-118.59312438964844,6
45.23829650878906,-118.55174255371094,6
45.206642150878906,-118.54280853271484,6
45.198116302490234,-118.56535339355469,6
45.198089599609375,-118.56613159179688,6
45.21723175048828,-118.53922271728516,6
45.24645233154297,-118.54387664794922,6
45.22026062011719,-118.54548645019531,6
45.219913482666016,-118.56900024414062,6
45.23233413696289,-118.55533599853516,6
45.24992370605469,-118.5802230834961,6
45.24097442626953,-118.56414031982422,6
45.225982666015625,-118.57088470458984,6
45.21524429321289,-118.552490234375,6
45.22356033325195,-118.54182434082031,6
45.21786880493164,-118.55726623535156,6
45.228633880615234,-118.55939483642578,6
45.21819305419922,-118.58216094970703,6
45.20779800415039,-118.5840072631836,6
45.22114944458008,-118.57073974609375,7
45.22856140136719,-118.57530212402344,7
45.23109817504883,-118.56812286376953,7
45.21609878540039,-118.5754623413086,7
45.21221923828125,-118.55245971679688,7
45.22350311279297,-118.544677734375,7
45.19987869262695,-118.5405502319336,7
45.206138610839844,-118.52957916259766,7
45.195919036865234,-118.53427124023438,7
45.19427490234375,-118.53887176513672,7
45.19408416748047,-118.54300689697266,7
45.19792938232422,-118.5467758178711,7
45.20263671875,-118.54872131347656,7
45.204185485839844,-118.54816436767578,7
45.19741439819336,-118.54293823242188,7
45.21126937866211,-118.52481079101562,7
45.21195602416992,-118.52312469482422,7
45.19024658203125,-118.54834747314453,7
45.19865798950195,-118.55748748779297,7
45.201995849609375,-118.54036712646484,7
45.249778747558594,-118.54354095458984,7
45.245567321777344,-118.54740142822266,7
45.24909591674805,-118.55215454101562,7
45.24967575073242,-118.54839324951172,7
45.21590805053711,-118.57701110839844,7
45.2370491027832,-118.54077911376953,7
45.261024475097656,-118.55513000488281,7
45.22647476196289,-118.57898712158203,7
45.217655181884766,-118.52445983886719,7
45.220497131347656,-118.53802490234375,7
45.246910095214844,-118.5566635131836,7
45.27820587158203,-118.56330871582031,7
45.28391647338867,-118.54244232177734,7
45.252784729003906,-118.54096221923828,7
45.25967788696289,-118.51529693603516,7
45.24187088012695,-118.56574249267578,7
45.21650314331055,-118.57235717773438,7
45.21663284301758,-118.55699920654297,7
45.22071838378906,-118.5462875366211,7
45.21656799316406,-118.5517349243164,7
45.21335220336914,-118.53669738769531,7
45.20703125,-118.544677734375,7
45.217594146728516,-118.55043029785156,7
45.230430603027344,-118.5289306640625,7
45.27046585083008,-118.54473114013672,7
45.239990234375,-118.54762268066406,7
45.24292755126953,-118.53356170654297,7
45.239200592041016,-118.55484771728516,7
45.22865676879883,-118.58196258544922,7
45.21647262573242,-118.57713317871094,7
45.199039459228516,-118.55592346191406,7
45.19975280761719,-118.54901123046875,7
45.231475830078125,-118.52479553222656,7
45.241615295410156,-118.54072570800781,7
45.21513748168945,-118.5675277709961,7
45.23185348510742,-118.53824615478516,7
45.269813537597656,-118.5616683959961,7
45.258060455322266,-118.57319641113281,7
45.22645568847656,-118.5367202758789,7
45.23074722290039,-118.54894256591797,7
45.22208023071289,-118.55076599121094,7
45.239994049072266,-118.53955841064453,7
45.241634368896484,-118.53988647460938,7
45.197628021240234,-118.52851104736328,7
45.20500183105469,-118.52011108398438,7
45.280548095703125,-118.55327606201172,8
45.27431869506836,-118.55254364013672,8
45.28102493286133,-118.53739166259766,8
45.280216217041016,-118.55191802978516,8
45.27046585083008,-118.54055786132812,8
45.255619049072266,-118.5436019897461,8
45.279117584228516,-118.56446838378906,8
45.267818450927734,-118.54546356201172,8
45.28510665893555,-118.53700256347656,8
45.2584228515625,-118.54254150390625,8
45.280975341796875,-118.5616683959961,8
45.27579116821289,-118.59461975097656,8
45.27531433105469,-118.58941650390625,8
45.276466369628906,-118.58499145507812,8
45.27387237548828,-118.59214782714844,8
45.27698516845703,-118.5865707397461,8
45.256065368652344,-118.56829833984375,8
45.25414276123047,-118.57259368896484,8
45.24801254272461,-118.57064819335938,8
45.2150764465332,-118.57515716552734,8
45.21520233154297,-118.57842254638672,8
45.21592330932617,-118.57767486572266,8
45.21836471557617,-118.5899429321289,8
45.22918701171875,-118.58722686767578,8
45.22877502441406,-118.56088256835938,8
45.2166862487793,-118.56746673583984,8
45.22632598876953,-118.56819152832031,8
45.23073196411133,-118.55020904541016,8
45.259254455566406,-118.54438781738281,8
45.24224853515625,-118.55908966064453,8
45.248329162597656,-118.58104705810547,8
45.244232177734375,-118.57593536376953,8
45.248409271240234,-118.57532501220703,8
45.26294708251953,-118.55891418457031,8
45.258399963378906,-118.57259368896484,8
45.261268615722656,-118.55903625488281,8
45.238983154296875,-118.53764343261719,8
45.208152770996094,-118.55088806152344,8
45.19792175292969,-118.56526184082031,8
45.20415496826172,-118.56828308105469,8
45.22503662109375,-118.55262756347656,8
45.230735778808594,-118.55241394042969,8
45.226593017578125,-118.564453125,8
45.23086929321289,-118.54793548583984,8
45.22172546386719,-118.54706573486328,8
45.22013473510742,-118.54220581054688,8
45.213802337646484,-118.59827423095703,8
45.225547790527344,-118.5989761352539,8
45.2254638671875,-118.5973892211914,8
45.225162506103516,-118.60005950927734,8
45.225223541259766,-118.59896087646484,8
45.225399017333984,-118.59617614746094,8
45.2261962890625,-118.59625244140625,8
45.230228424072266,-118.5950927734375,8
45.251373291015625,-118.5862045288086,8
45.25861740112305,-118.58828735351562,8
45.271175384521484,-118.58348846435547,8
45.2824592590332,-118.5662612915039,8
45.28285217285156,-118.56332397460938,8
45.28401565551758,-118.56175994873047,8
45.2808837890625,-118.55711364746094,8
45.28153610229492,-118.55530548095703,8
45.28233337402344,-118.55437469482422,8
45.28261947631836,-118.55638122558594,8
45.28217697143555,-118.55606079101562,8
45.27281188964844,-118.59207916259766,9
45.27607345581055,-118.56922149658203,9
45.24803161621094,-118.58043670654297,9
45.25987243652344,-118.57750701904297,9
45.258155822753906,-118.5675048828125,9
45.25023651123047,-118.580322265625,9
45.278385162353516,-118.60431671142578,9
45.273536682128906,-118.58470153808594,9
45.24414825439453,-118.60449981689453,9
45.277870178222656,-118.60049438476562,9
45.238136291503906,-118.55889892578125,9
45.23221206665039,-118.5799331665039,9
45.27783203125,-118.60441589355469,9
45.2693977355957,-118.59989929199219,9
45.24861526489258,-118.60438537597656,9
45.236183166503906,-118.57805633544922,9
45.2469482421875,-118.55641174316406,9
45.2621955871582,-118.57682800292969,9
45.26150131225586,-118.58219909667969,9
45.27077865600586,-118.5842056274414,9
45.27192687988281,-118.5799560546875,9
45.27186584472656,-118.58043670654297,9
45.271240234375,-118.58097076416016,9
45.26774597167969,-118.58934783935547,9
45.26860427856445,-118.59756469726562,9
45.24366760253906,-118.60472869873047,9
45.22813034057617,-118.57962036132812,9
45.22871017456055,-118.59416961669922,9
45.2221565246582,-118.59951782226562,9
45.22315979003906,-118.59080505371094,9
45.22139358520508,-118.58329010009766,9
45.21467590332031,-118.59358978271484,9
45.21446228027344,-118.58368682861328,9
45.241485595703125,-118.60369873046875,9
45.2249641418457,-118.59754180908203,9
45.25849151611328,-118.56597900390625,9
45.24308776855469,-118.5752182006836,9
45.26256561279297,-118.58002471923828,9
45.26308822631836,-118.60316467285156,9
45.24819564819336,-118.59202575683594,9
45.24332809448242,-118.6032943725586,9
45.23527145385742,-118.59947204589844,9
45.25682067871094,-118.5663070678711,9
45.25990676879883,-118.57689666748047,9
45.25556564331055,-118.57059478759766,9
45.26213455200195,-118.55640411376953,9
45.24930953979492,-118.58173370361328,9
45.240379333496094,-118.56466674804688,9
45.26021957397461,-118.56331634521484,9
45.2531623840332,-118.57642364501953,9
45.270999908447266,-118.59800720214844,9
45.24301528930664,-118.60511779785156,9
45.23953628540039,-118.59124755859375,9
45.240257263183594,-118.58931732177734,9
45.2436637878418,-118.58831787109375,9
45.25637435913086,-118.60317993164062,9
45.276588439941406,-118.60453796386719,9
45.27829360961914,-118.59986877441406,9
45.27649688720703,-118.60740661621094,9
45.27714157104492,-118.59784698486328,9
45.27556228637695,-118.5853042602539,9
45.278038024902344,-118.5768814086914,9
45.2774543762207,-118.58380126953125,9
45.27790832519531,-118.57894897460938,9
45.277278900146484,-118.5809555053711,9
45.21772003173828,-118.56745147705078,10
45.263702392578125,-118.60830688476562,10
45.27546310424805,-118.59513092041016,10
45.27213668823242,-118.59723663330078,10
45.27254104614258,-118.608154296875,10
45.25646209716797,-118.60636901855469,10
45.24437713623047,-118.5739517211914,10
45.24496841430664,-118.56230926513672,10
45.258636474609375,-118.54224395751953,10
45.24966049194336,-118.55078125,10
45.24345016479492,-118.54408264160156,10
45.24702835083008,-118.54978942871094,10
45.23996353149414,-118.57854461669922,10
45.31218719482422,-118.59649658203125,10
45.308860778808594,-118.57148742675781,10
45.29607391357422,-118.58218383789062,10
45.31121826171875,-118.60636901855469,10
45.30743408203125,-118.60353088378906,10
45.305442810058594,-118.60550689697266,10
45.31104278564453,-118.58809661865234,10
45.306861877441406,-118.57405090332031,10
45.274784088134766,-118.58500671386719,10
45.27731704711914,-118.56695556640625,10
45.27244186401367,-118.57127380371094,10
45.273277282714844,-118.58708953857422,10
45.28424072265625,-118.57491302490234,10
45.2783203125,-118.55635070800781,10
45.27470016479492,-118.58892059326172,10
45.305931091308594,-118.58811950683594,10
45.29835510253906,-118.57362365722656,10
45.28273391723633,-118.59721374511719,10
45.30339431762695,-118.58200073242188,10
45.2913818359375,-118.55941772460938,10
45.2899055480957,-118.56282043457031,10
45.26766586303711,-118.56181335449219,10
45.26810073852539,-118.56488037109375,10
45.26429748535156,-118.58548736572266,10
45.25088882446289,-118.5769271850586,10
45.24882507324219,-118.57051849365234,10
45.256935119628906,-118.55084991455078,10
45.25551223754883,-118.54093170166016,10
45.254276275634766,-118.545654296875,10
45.221473693847656,-118.554443359375,10
45.251399993896484,-118.58402252197266,10
45.25933837890625,-118.57769012451172,10
45.22249221801758,-118.57203674316406,10
45.21874237060547,-118.58995819091797,10
45.224212646484375,-118.5693588256836,10
45.21530532836914,-118.5748062133789,10
45.2225341796875,-118.58323669433594,10
45.22611999511719,-118.56562805175781,10
45.23645782470703,-118.59500122070312,10
45.25632858276367,-118.60507202148438,10
45.2628173828125,-118.5799789428711,10
45.241146087646484,-118.58094787597656,10
45.260650634765625,-118.57649230957031,10
45.26171875,-118.55579376220703,10
45.25214385986328,-118.60193634033203,10
45.27698516845703,-118.60527801513672,10
45.24933624267578,-118.56468200683594,10
45.243408203125,-118.58023071289062,10
45.277034759521484,-118.5830307006836,10
45.25774002075195,-118.55459594726562,10
45.257720947265625,-118.57683563232422,10
45.278594970703125,-118.60272216796875,10
45.308570861816406,-118.59819030761719,11
45.29501724243164,-118.57332611083984,11
45.265132904052734,-118.60490417480469,11
45.31255340576172,-118.59591674804688,11
45.28179931640625,-118.56523132324219,11
45.27106857299805,-118.5848617553711,11
45.303009033203125,-118.60701751708984,11
45.28801345825195,-118.56744384765625,11
45.22700500488281,-118.58151245117188,11
45.22916030883789,-118.55970001220703,11
45.261653900146484,-118.51648712158203,11
45.26203918457031,-118.5221176147461,11
45.26891326904297,-118.53289794921875,11
45.26403045654297,-118.5177993774414,11
45.254638671875,-118.52003479003906,11
45.26313400268555,-118.51148223876953,11
45.26917266845703,-118.5128402709961,11
45.28110885620117,-118.55571746826172,11
45.29005813598633,-118.54975128173828,11
45.265804290771484,-118.54586791992188,11
45.279945373535156,-118.58348083496094,11
45.3001594543457,-118.5887451171875,11
45.285552978515625,-118.55915069580078,11
45.312744140625,-118.58686828613281,11
45.310611724853516,-118.60746002197266,11
45.301212310791016,-118.5766372680664,11
45.282859802246094,-118.58747100830078,11
45.30866241455078,-118.59603881835938,11
45.30872344970703,-118.57565307617188,11
45.29154968261719,-118.57411193847656,11
45.28923797607422,-118.59428405761719,11
45.19157028198242,-118.5504379272461,11
45.191280364990234,-118.5605697631836,11
45.20451736450195,-118.56729125976562,11
45.205135345458984,-118.56877136230469,11
45.205604553222656,-118.5673828125,11
45.20728302001953,-118.5639419555664,11
45.209197998046875,-118.5694808959961,11
45.201210021972656,-118.56964111328125,11
45.20374298095703,-118.56340026855469,11
45.213985443115234,-118.57086181640625,11
45.213958740234375,-118.56623840332031,11
45.21638107299805,-118.55879211425781,11
45.216224670410156,-118.5644760131836,11
45.23448944091797,-118.5456771850586,11
45.229042053222656,-118.54580688476562,11
45.228004455566406,-118.54011535644531,11
45.22807693481445,-118.53874969482422,11
45.22883987426758,-118.53624725341797,11
45.22319793701172,-118.54934692382812,11
45.21607971191406,-118.54988861083984,11
45.2515983581543,-118.56977844238281,11
45.24647521972656,-118.59709930419922,11
45.2280158996582,-118.59961700439453,11
45.214813232421875,-118.59487915039062,11
45.224830627441406,-118.5982666015625,11
45.208709716796875,-118.59797668457031,11
45.23300552368164,-118.59928131103516,11
45.26868438720703,-118.60845947265625,11
45.28201675415039,-118.60271453857422,11
45.28711700439453,-118.59188079833984,11
45.31190490722656,-118.60379791259766,11
45.31170654296875,-118.6055679321289,11
45.31159210205078,-118.60602569580078,11
45.31083679199219,-118.60615539550781,11
45.20664596557617,-118.57484436035156,12
45.220619201660156,-118.57915496826172,12
45.21689224243164,-118.55976867675781,12
45.2088737487793,-118.56143951416016,12
45.19120788574219,-118.54792785644531,12
45.22036361694336,-118.57756805419922,12
45.21622848510742,-118.59207916259766,12
45.22370147705078,-118.59257507324219,12
45.24244689941406,-118.58971405029297,12
45.247135162353516,-118.57804107666016,12
45.247867584228516,-118.56948852539062,12
45.259273529052734,-118.55891418457031,12
45.26039505004883,-118.5556869506836,12
45.259910583496094,-118.55491638183594,12
45.25484848022461,-118.54987335205078,12
45.25048828125,-118.53704833984375,12
45.24903869628906,-118.52947998046875,12
45.220890045166016,-118.55496215820312,12
45.2009391784668,-118.54589080810547,12
45.194393157958984,-118.56788635253906,12
45.213653564453125,-118.59607696533203,12
45.19392013549805,-118.56692504882812,12
